OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue,NewOrderID,訂單人電話
505810,109584,2025-03-21,2004,1,5,Gateway,Completed,18,Tabriz,2024-12-19,Regular,Power Bank,Electronics,35,33,33,ORD-505810,935502250
505811,100341,2025-05-21,2017,2,5,CardToCard,Completed,48,Mashhad,2023-11-09,Regular,HDMI Cable,Accessories,11,21,21,ORD-505811,905712499
505812,106924,2025-07-26,2007,1,5,CardToCard,Completed,55,Karaj,2024-02-27,Regular,Headphones,Electronics,75,71,71,ORD-505812,917138510
505813,105518,2024-12-29,2008,2,0,Gateway,Completed,50,Tabriz,2023-09-24,VIP,Phone Case,Accessories,14,28,28,ORD-505813,910110743
505814,104623,2024-09-15,2006,1,0,Wallet,Completed,57,Rasht,2025-05-26,New,Webcam,Electronics,48,48,48,ORD-505814,916311974
505815,104302,2024-06-07,2001,1,5,Gateway,Completed,49,Mashhad,2025-08-14,New,Wireless Mouse,Electronics,18,17,17,ORD-505815,985300654
505816,101073,2026-04-14,2008,2,10,CardToCard,Returned,54,Tehran,2024-10-09,Regular,Phone Case,Accessories,14,25,25,ORD-505816,994872695
505817,101115,2024-12-12,2012,3,15,Gateway,Completed,27,Isfahan,2023-10-08,Regular,Office Chair,Home Office,180,459,459,ORD-505817,917608505
505818,105055,2024-08-31,2003,1,10,Gateway,Completed,20,Ahvaz,2025-05-22,New,USB-C Cable,Accessories,9,8,8,ORD-505818,998593688
505819,107662,2024-02-15,2020,1,10,Cash,Cancelled,40,Mashhad,2025-08-18,New,Gaming Controller,Gaming,68,61,61,ORD-505819,977075952
505820,103920,2025-10-11,2020,1,15,Gateway,Completed,47,Karaj,2023-07-09,Regular,Gaming Controller,Gaming,68,58,58,ORD-505820,960475900
505821,107170,2025-03-31,2014,1,20,Gateway,Cancelled,61,Tabriz,2024-04-05,Regular,Backpack,Accessories,42,34,34,ORD-505821,929887290
505822,101288,2024-06-14,2013,1,10,CardToCard,Completed,29,Kerman,2023-01-05,Regular,Notebook,Stationery,7,6,6,ORD-505822,944368344
505823,106077,2026-02-15,2003,3,0,Cash,Completed,32,Tehran,2024-02-10,New,USB-C Cable,Accessories,9,27,27,ORD-505823,975251542
505824,108836,2026-04-07,2010,2,0,Wallet,Completed,18,Qom,2023-11-22,New,Fitness Band,Wearables,55,110,110,ORD-505824,917806847
505825,100090,2026-01-30,2008,5,5,Gateway,Completed,57,Mashhad,2024-09-29,New,Phone Case,Accessories,14,66,66,ORD-505825,947484802
505826,101199,2025-04-29,2003,3,10,Gateway,Cancelled,56,Isfahan,2024-08-28,Regular,USB-C Cable,Accessories,9,24,24,ORD-505826,940237498
505827,106983,2024-11-18,2014,1,0,Wallet,Returned,65,Isfahan,2024-07-28,New,Backpack,Accessories,42,42,42,ORD-505827,909449031
505828,109362,2024-05-19,2004,2,0,Gateway,Completed,63,Tehran,2023-06-27,Regular,Power Bank,Electronics,35,70,70,ORD-505828,985113518
505829,106441,2024-11-22,2003,3,5,Wallet,Completed,58,Mashhad,2025-12-07,New,USB-C Cable,Accessories,9,26,26,ORD-505829,955961675
505830,100248,2025-06-13,2017,2,20,Gateway,Completed,37,Tehran,2025-05-24,Regular,HDMI Cable,Accessories,11,18,18,ORD-505830,972237089
505831,101481,2024-07-14,2017,2,5,Wallet,Completed,25,Karaj,2024-11-26,Regular,HDMI Cable,Accessories,11,21,21,ORD-505831,900859194
505832,101894,2025-02-04,2013,2,30,Wallet,Completed,52,Tehran,2023-01-13,New,Notebook,Stationery,7,10,10,ORD-505832,906921064
505833,101008,2025-05-10,2003,1,5,CardToCard,Completed,42,Ahvaz,2025-12-26,VIP,USB-C Cable,Accessories,9,9,9,ORD-505833,916502141
505834,107136,2025-09-24,2001,1,0,CardToCard,Completed,41,Shiraz,2023-10-21,VIP,Wireless Mouse,Electronics,18,18,18,ORD-505834,916086881
505835,102682,2024-03-20,2003,1,10,Gateway,Completed,22,Tabriz,2024-08-08,Regular,USB-C Cable,Accessories,9,8,8,ORD-505835,926264464
505836,109543,2026-01-18,2013,1,0,Gateway,Completed,30,Tabriz,2024-02-01,Regular,Notebook,Stationery,7,7,7,ORD-505836,909272152
505837,101694,2025-01-29,2003,1,5,CardToCard,Completed,36,Qom,2023-12-09,Regular,USB-C Cable,Accessories,9,9,9,ORD-505837,938452537
505838,100602,2025-05-17,2008,1,0,CardToCard,Completed,55,Tehran,2023-05-15,VIP,Phone Case,Accessories,14,14,14,ORD-505838,916039038
505839,108218,2026-04-16,2005,3,20,Cash,Completed,61,Shiraz,2025-07-01,Regular,Laptop Stand,Accessories,28,67,67,ORD-505839,951863773
505840,102517,2024-05-25,2001,4,0,Cash,Completed,51,Ahvaz,2024-07-20,Regular,Wireless Mouse,Electronics,18,72,72,ORD-505840,937357512
505841,107615,2026-02-04,2013,3,30,Wallet,Completed,55,Tehran,2023-10-02,Regular,Notebook,Stationery,7,15,15,ORD-505841,968383275
505842,105972,2025-11-26,2017,1,15,CardToCard,Completed,29,Ahvaz,2023-12-24,New,HDMI Cable,Accessories,11,9,9,ORD-505842,909734244
505843,107488,2026-06-23,2007,1,15,Gateway,Completed,42,Isfahan,2025-11-03,Regular,Headphones,Electronics,75,64,64,ORD-505843,961498808
505844,109428,2024-12-05,2013,2,15,Gateway,Completed,61,Tehran,2023-09-22,Regular,Notebook,Stationery,7,12,12,ORD-505844,953141029
505845,101213,2024-04-19,2001,5,10,CardToCard,Completed,40,Mashhad,2025-10-22,New,Wireless Mouse,Electronics,18,81,81,ORD-505845,912895688
505846,104261,2024-01-13,2003,2,5,Cash,Completed,28,Kerman,2023-07-08,Regular,USB-C Cable,Accessories,9,17,17,ORD-505846,967460844
505847,101139,2025-11-15,2001,1,0,Gateway,Cancelled,53,Tehran,2024-01-24,New,Wireless Mouse,Electronics,18,18,18,ORD-505847,936735262
505848,105807,2024-04-28,2017,1,5,Gateway,Cancelled,38,Mashhad,2024-08-22,Regular,HDMI Cable,Accessories,11,10,10,ORD-505848,905820833
505849,109131,2024-09-21,2002,1,30,Gateway,Completed,45,Ahvaz,2023-11-30,Regular,Mechanical Keyboard,Electronics,62,43,43,ORD-505849,928429700
505850,103552,2026-06-14,2013,2,10,CardToCard,Completed,43,Tabriz,2025-09-07,Regular,Notebook,Stationery,7,13,13,ORD-505850,996600159
505851,105075,2025-01-17,2002,3,15,CardToCard,Completed,24,Tehran,2025-01-16,New,Mechanical Keyboard,Electronics,62,158,158,ORD-505851,999279694
505852,101260,2024-07-18,2015,1,0,CardToCard,Returned,41,Tehran,2023-12-22,New,Bluetooth Speaker,Electronics,58,58,58,ORD-505852,906706614
505853,101201,2025-10-12,2020,1,0,Cash,Completed,60,Isfahan,2024-02-16,New,Gaming Controller,Gaming,68,68,68,ORD-505853,956058853
505854,100221,2024-08-22,2013,3,15,CardToCard,Completed,24,Tehran,2025-06-30,New,Notebook,Stationery,7,18,18,ORD-505854,977991320
505855,103714,2025-04-03,2002,1,0,Gateway,Completed,28,Karaj,2023-09-26,VIP,Mechanical Keyboard,Electronics,62,62,62,ORD-505855,904175085
505856,106724,2024-05-16,2008,1,15,Cash,Completed,34,Mashhad,2024-10-24,New,Phone Case,Accessories,14,12,12,ORD-505856,990181423
505857,100019,2025-02-02,2006,4,0,CardToCard,Completed,58,Tabriz,2023-12-28,Regular,Webcam,Electronics,48,192,192,ORD-505857,915926722
505858,108775,2024-04-04,2009,2,15,CardToCard,Completed,42,Ahvaz,2025-01-21,Regular,Smart Watch,Wearables,120,204,204,ORD-505858,900038833
505859,106197,2025-10-30,2002,3,20,Wallet,Completed,47,Tehran,2023-06-26,VIP,Mechanical Keyboard,Electronics,62,149,149,ORD-505859,936506165
505860,101643,2024-11-11,2017,1,0,Gateway,Completed,39,Tehran,2024-07-24,Regular,HDMI Cable,Accessories,11,11,11,ORD-505860,931445554
505861,104868,2024-10-02,2004,1,15,Wallet,Completed,33,Qom,2023-12-29,New,Power Bank,Electronics,35,30,30,ORD-505861,914482091
505862,105820,2026-06-23,2013,4,20,Gateway,Completed,45,Mashhad,2025-10-10,Regular,Notebook,Stationery,7,22,22,ORD-505862,912703579
505863,108955,2025-12-17,2008,1,0,Gateway,Completed,61,Kerman,2023-10-17,New,Phone Case,Accessories,14,14,14,ORD-505863,966194262
505864,107413,2025-04-23,2017,2,0,Wallet,Completed,49,Rasht,2023-05-14,VIP,HDMI Cable,Accessories,11,22,22,ORD-505864,999006980
505865,108438,2026-04-21,2013,4,0,Gateway,Completed,64,Mashhad,2025-12-07,New,Notebook,Stationery,7,28,28,ORD-505865,972153164
505866,102988,2024-07-01,2020,2,0,CardToCard,Completed,55,Rasht,2024-12-30,New,Gaming Controller,Gaming,68,136,136,ORD-505866,920163730
505867,100496,2025-05-10,2017,1,5,CardToCard,Completed,37,Tehran,2023-11-19,Regular,HDMI Cable,Accessories,11,10,10,ORD-505867,972357873
505868,103836,2026-04-01,2005,1,10,Gateway,Completed,52,Tehran,2023-06-02,Regular,Laptop Stand,Accessories,28,25,25,ORD-505868,957183623
505869,108845,2025-05-07,2001,1,10,CardToCard,Completed,42,Karaj,2025-06-11,New,Wireless Mouse,Electronics,18,16,16,ORD-505869,946483910
505870,109242,2024-09-23,2008,2,0,CardToCard,Completed,28,Tehran,2024-11-26,Regular,Phone Case,Accessories,14,28,28,ORD-505870,980361041
505871,104663,2025-12-02,2006,1,15,Gateway,Completed,25,Tehran,2024-04-17,Regular,Webcam,Electronics,48,41,41,ORD-505871,965763779
505872,103360,2024-04-29,2002,2,10,Gateway,Completed,43,Tehran,2024-02-19,Regular,Mechanical Keyboard,Electronics,62,112,112,ORD-505872,924755378
505873,105991,2024-05-11,2012,1,5,Cash,Completed,20,Tabriz,2023-09-11,Regular,Office Chair,Home Office,180,171,171,ORD-505873,946949952
505874,102688,2025-09-23,2020,1,10,Cash,Completed,45,Tabriz,2023-01-11,VIP,Gaming Controller,Gaming,68,61,61,ORD-505874,936696275
505875,101328,2024-03-01,2007,1,0,Gateway,Completed,22,Shiraz,2024-12-03,Regular,Headphones,Electronics,75,75,75,ORD-505875,948318047
505876,100883,2024-02-13,2003,2,5,Cash,Completed,39,Qom,2025-11-27,Regular,USB-C Cable,Accessories,9,17,17,ORD-505876,924857078
505877,109724,2024-11-23,2008,1,0,Wallet,Completed,60,Tabriz,2024-07-09,Regular,Phone Case,Accessories,14,14,14,ORD-505877,930231102
505878,106055,2024-12-09,2012,5,15,Gateway,Completed,58,Mashhad,2023-01-15,Regular,Office Chair,Home Office,180,765,765,ORD-505878,987739675
505879,107673,2025-02-09,2018,1,5,Gateway,Cancelled,52,Tehran,2023-02-02,Regular,Microphone,Electronics,85,81,81,ORD-505879,961260199
505880,104681,2025-10-02,2002,1,0,CardToCard,Cancelled,33,Shiraz,2024-01-21,Regular,Mechanical Keyboard,Electronics,62,62,62,ORD-505880,920352418
505881,103066,2025-05-06,2002,2,5,CardToCard,Completed,44,Tehran,2025-06-04,Regular,Mechanical Keyboard,Electronics,62,118,118,ORD-505881,976049588
505882,109593,2025-09-08,2015,2,0,Gateway,Completed,65,Karaj,2023-07-25,Regular,Bluetooth Speaker,Electronics,58,116,116,ORD-505882,989580355
505883,109725,2024-02-13,2017,2,10,Cash,Completed,31,Tehran,2024-12-22,Regular,HDMI Cable,Accessories,11,20,20,ORD-505883,909702547
505884,105927,2024-09-29,2013,2,0,CardToCard,Completed,53,Shiraz,2024-03-17,Regular,Notebook,Stationery,7,14,14,ORD-505884,961477819
505885,109207,2026-05-19,2015,1,5,Cash,Completed,35,Karaj,2024-03-29,VIP,Bluetooth Speaker,Electronics,58,55,55,ORD-505885,989696604
505886,102368,2025-01-04,2001,1,0,Wallet,Completed,26,Qom,2023-02-21,New,Wireless Mouse,Electronics,18,18,18,ORD-505886,906647565
505887,101153,2024-07-11,2018,1,0,Wallet,Completed,38,Mashhad,2024-09-19,Regular,Microphone,Electronics,85,85,85,ORD-505887,991733450
505888,100581,2026-06-20,2013,3,5,Gateway,Completed,22,Karaj,2025-11-21,New,Notebook,Stationery,7,20,20,ORD-505888,916256797
505889,103514,2024-12-21,2017,1,10,CardToCard,Completed,24,Kerman,2023-10-04,New,HDMI Cable,Accessories,11,10,10,ORD-505889,911172357
505890,108996,2025-02-17,2008,1,5,Gateway,Completed,41,Tehran,2025-07-04,Regular,Phone Case,Accessories,14,13,13,ORD-505890,993199817
505891,100879,2024-07-12,2016,2,5,Gateway,Completed,44,Karaj,2025-11-10,Regular,Monitor,Electronics,21,40,40,ORD-505891,924056863
505892,107465,2025-07-21,2017,1,0,Wallet,Returned,39,Ahvaz,2023-07-10,VIP,HDMI Cable,Accessories,11,11,11,ORD-505892,985068680
505893,101951,2024-06-28,2003,3,20,Gateway,Completed,61,Shiraz,2023-04-15,New,USB-C Cable,Accessories,9,22,22,ORD-505893,906108257
505894,105979,2025-06-11,2001,2,15,Gateway,Completed,27,Shiraz,2025-02-09,VIP,Wireless Mouse,Electronics,18,31,31,ORD-505894,969910952
505895,108422,2025-10-16,2006,1,0,Wallet,Completed,51,Qom,2025-04-11,New,Webcam,Electronics,48,48,48,ORD-505895,907517244
505896,104517,2025-07-17,2005,1,0,CardToCard,Completed,34,Ahvaz,2025-09-15,VIP,Laptop Stand,Accessories,28,28,28,ORD-505896,984125516
505897,105681,2024-03-19,2001,3,0,Cash,Returned,27,Isfahan,2023-07-30,New,Wireless Mouse,Electronics,18,54,54,ORD-505897,968406664
505898,100414,2024-03-09,2020,1,10,Wallet,Completed,24,Tehran,2024-12-08,VIP,Gaming Controller,Gaming,68,61,61,ORD-505898,980533346
505899,109414,2025-12-28,2013,3,10,Gateway,Completed,22,Karaj,2025-02-20,New,Notebook,Stationery,7,19,19,ORD-505899,945994912
505900,105774,2026-03-01,2003,1,10,CardToCard,Completed,19,Shiraz,2025-05-29,New,USB-C Cable,Accessories,9,8,8,ORD-505900,940722771
505901,105417,2024-04-27,2020,1,15,Gateway,Completed,34,Isfahan,2023-11-23,Regular,Gaming Controller,Gaming,68,58,58,ORD-505901,952776171
505902,101253,2024-11-20,2004,1,0,Gateway,Completed,21,Isfahan,2024-12-22,Regular,Power Bank,Electronics,35,35,35,ORD-505902,985665692
505903,101183,2025-07-19,2016,2,0,Gateway,Completed,51,Qom,2024-12-10,Regular,Monitor,Electronics,21,42,42,ORD-505903,987594419
505904,107579,2025-12-22,2005,2,5,CardToCard,Completed,47,Tehran,2024-08-02,Regular,Laptop Stand,Accessories,28,53,53,ORD-505904,992824483
505905,109729,2026-03-07,2008,4,0,Cash,Completed,59,Rasht,2024-08-28,Regular,Phone Case,Accessories,14,56,56,ORD-505905,959703614
505906,108922,2025-08-26,2008,1,20,Gateway,Returned,38,Isfahan,2023-04-14,Regular,Phone Case,Accessories,14,11,11,ORD-505906,980744410
505907,104294,2024-05-07,2008,1,15,CardToCard,Completed,22,Tehran,2025-06-29,New,Phone Case,Accessories,14,12,12,ORD-505907,912999233
505908,109248,2025-10-25,2010,1,10,CardToCard,Completed,61,Isfahan,2023-04-21,Regular,Fitness Band,Wearables,55,50,50,ORD-505908,998886924
505909,106972,2026-01-12,2001,1,0,Gateway,Completed,53,Tehran,2024-01-18,Regular,Wireless Mouse,Electronics,18,18,18,ORD-505909,986880994
505910,100571,2024-10-30,2019,1,15,CardToCard,Completed,63,Tehran,2025-03-10,Regular,Tablet,Electronics,260,221,221,ORD-505910,993891093
505911,105528,2025-03-02,2011,3,15,Gateway,Completed,33,Tabriz,2024-04-08,Regular,Desk Lamp,Home Office,32,82,82,ORD-505911,936517897
505912,104317,2024-05-23,2008,1,5,CardToCard,Completed,64,Ahvaz,2024-05-15,Regular,Phone Case,Accessories,14,13,13,ORD-505912,907058112
505913,106986,2024-09-20,2003,1,20,CardToCard,Completed,59,Mashhad,2023-01-13,New,USB-C Cable,Accessories,9,7,7,ORD-505913,919506478
505914,106035,2026-01-21,2005,2,10,Gateway,Cancelled,29,Ahvaz,2024-02-29,Regular,Laptop Stand,Accessories,28,50,50,ORD-505914,919541350
505915,103873,2024-03-17,2019,1,5,Gateway,Completed,59,Tehran,2025-09-26,VIP,Tablet,Electronics,260,247,247,ORD-505915,907622389
505916,104513,2025-10-20,2002,3,0,Gateway,Completed,23,Tehran,2023-03-07,Regular,Mechanical Keyboard,Electronics,62,186,186,ORD-505916,944119672
505917,101122,2024-03-25,2014,1,0,Gateway,Completed,22,Mashhad,2023-03-08,New,Backpack,Accessories,42,42,42,ORD-505917,974337623
505918,106604,2024-09-09,2020,1,5,CardToCard,Completed,33,Kerman,2023-05-22,New,Gaming Controller,Gaming,68,65,65,ORD-505918,950125069
505919,105234,2025-05-18,2011,1,0,Gateway,Completed,27,Tehran,2025-10-02,Regular,Desk Lamp,Home Office,32,32,32,ORD-505919,909291485
505920,105085,2024-01-04,2012,3,0,Gateway,Completed,42,Tabriz,2025-06-22,Regular,Office Chair,Home Office,180,540,540,ORD-505920,973494991
505921,109079,2025-08-06,2010,2,5,Gateway,Completed,22,Isfahan,2024-02-06,New,Fitness Band,Wearables,55,104,104,ORD-505921,939255123
505922,101083,2024-09-30,2008,2,0,Gateway,Completed,63,Shiraz,2024-05-31,New,Phone Case,Accessories,14,28,28,ORD-505922,900165224
505923,102988,2025-10-08,2007,2,20,CardToCard,Completed,55,Rasht,2024-12-30,New,Headphones,Electronics,75,120,120,ORD-505923,920163730
505924,101536,2026-05-30,2006,1,5,Gateway,Completed,19,Tehran,2025-07-25,New,Webcam,Electronics,48,46,46,ORD-505924,945332700
505925,104565,2024-12-25,2001,2,10,Gateway,Completed,61,Tabriz,2023-03-20,Regular,Wireless Mouse,Electronics,18,32,32,ORD-505925,907224041
505926,106412,2024-01-27,2003,1,5,Gateway,Completed,38,Tehran,2024-01-25,New,USB-C Cable,Accessories,9,9,9,ORD-505926,912952992
505927,104072,2026-01-03,2015,1,5,Gateway,Completed,55,Mashhad,2025-04-05,Regular,Bluetooth Speaker,Electronics,58,55,55,ORD-505927,947667649
505928,108007,2024-08-25,2015,1,15,CardToCard,Completed,37,Shiraz,2025-07-16,Regular,Bluetooth Speaker,Electronics,58,49,49,ORD-505928,956131316
505929,100581,2024-05-08,2004,2,10,Cash,Cancelled,22,Karaj,2025-11-21,New,Power Bank,Electronics,35,63,63,ORD-505929,916256797
505930,100161,2026-01-29,2013,1,0,CardToCard,Completed,41,Kerman,2025-05-23,Regular,Notebook,Stationery,7,7,7,ORD-505930,997393102
505931,109974,2024-07-20,2015,3,15,CardToCard,Completed,48,Ahvaz,2025-05-02,Regular,Bluetooth Speaker,Electronics,58,148,148,ORD-505931,977359622
505932,103417,2025-06-07,2005,2,5,Wallet,Completed,47,Rasht,2024-06-08,New,Laptop Stand,Accessories,28,53,53,ORD-505932,914782033
505933,109674,2024-08-07,2017,2,10,Wallet,Completed,21,Isfahan,2025-10-19,Regular,HDMI Cable,Accessories,11,20,20,ORD-505933,967551950
505934,102223,2025-09-07,2004,2,10,Gateway,Completed,19,Shiraz,2023-07-05,New,Power Bank,Electronics,35,63,63,ORD-505934,965319959
505935,105092,2025-07-14,2009,1,10,CardToCard,Completed,36,Tehran,2023-05-30,New,Smart Watch,Wearables,120,108,108,ORD-505935,978784436
505936,109457,2025-03-15,2003,2,5,Gateway,Completed,20,Tehran,2025-12-11,Regular,USB-C Cable,Accessories,9,17,17,ORD-505936,939757104
505937,100799,2025-04-24,2002,3,10,CardToCard,Completed,33,Tabriz,2025-12-21,Regular,Mechanical Keyboard,Electronics,62,167,167,ORD-505937,911555553
505938,103305,2024-07-15,2001,1,20,Gateway,Completed,23,Karaj,2023-11-16,New,Wireless Mouse,Electronics,18,14,14,ORD-505938,911601436
505939,106121,2024-01-20,2004,1,10,Gateway,Completed,29,Rasht,2023-08-03,Regular,Power Bank,Electronics,35,32,32,ORD-505939,943125202
505940,104497,2025-11-22,2009,1,30,CardToCard,Completed,33,Tehran,2023-07-21,New,Smart Watch,Wearables,120,84,84,ORD-505940,954390733
505941,103821,2026-02-10,2015,1,20,Cash,Completed,24,Mashhad,2023-09-24,Regular,Bluetooth Speaker,Electronics,58,46,46,ORD-505941,986254617
505942,107316,2025-11-02,2003,1,0,CardToCard,Completed,38,Mashhad,2023-03-17,New,USB-C Cable,Accessories,9,9,9,ORD-505942,900826094
505943,103045,2025-09-03,2014,4,5,CardToCard,Completed,27,Rasht,2023-09-15,Regular,Backpack,Accessories,42,160,160,ORD-505943,934427410
505944,101171,2025-02-11,2003,1,0,Gateway,Completed,48,Kerman,2023-02-02,Regular,USB-C Cable,Accessories,9,9,9,ORD-505944,929504799
505945,105108,2025-05-19,2005,3,0,CardToCard,Completed,63,Rasht,2024-03-14,VIP,Laptop Stand,Accessories,28,84,84,ORD-505945,927606003
505946,102856,2025-08-20,2011,2,10,Wallet,Completed,21,Qom,2023-05-17,Regular,Desk Lamp,Home Office,32,58,58,ORD-505946,920265231
505947,100778,2024-01-23,2006,1,15,Gateway,Completed,23,Shiraz,2024-11-04,Regular,Webcam,Electronics,48,41,41,ORD-505947,936215665
505948,108994,2025-01-01,2007,4,0,Wallet,Completed,41,Mashhad,2023-03-07,Regular,Headphones,Electronics,75,300,300,ORD-505948,944630017
505949,100927,2024-07-13,2018,3,5,Gateway,Completed,43,Qom,2023-09-04,Regular,Microphone,Electronics,85,242,242,ORD-505949,967710575
505950,106453,2024-11-10,2008,2,5,CardToCard,Completed,65,Mashhad,2025-10-16,New,Phone Case,Accessories,14,27,27,ORD-505950,958603952
505951,104646,2025-10-09,2009,1,0,Gateway,Completed,37,Isfahan,2025-12-07,VIP,Smart Watch,Wearables,120,120,120,ORD-505951,980705170
505952,104924,2024-11-10,2013,1,0,Gateway,Completed,50,Tehran,2023-10-01,New,Notebook,Stationery,7,7,7,ORD-505952,998409829
505953,106880,2025-09-30,2004,2,15,Cash,Completed,46,Tabriz,2023-06-30,New,Power Bank,Electronics,35,60,60,ORD-505953,936004278
505954,106427,2026-05-26,2020,5,10,Gateway,Completed,64,Ahvaz,2024-10-20,Regular,Gaming Controller,Gaming,68,306,306,ORD-505954,980485072
505955,102406,2026-03-25,2001,1,0,Gateway,Completed,57,Tehran,2023-12-04,Regular,Wireless Mouse,Electronics,18,18,18,ORD-505955,948967645
505956,106361,2025-12-16,2001,2,0,CardToCard,Completed,47,Qom,2023-09-05,Regular,Wireless Mouse,Electronics,18,36,36,ORD-505956,983790491
505957,102242,2026-01-07,2004,2,5,Gateway,Cancelled,49,Mashhad,2023-11-20,Regular,Power Bank,Electronics,35,66,66,ORD-505957,985912287
505958,102459,2024-12-06,2014,2,15,Gateway,Cancelled,40,Tehran,2024-02-17,New,Backpack,Accessories,42,71,71,ORD-505958,953367305
505959,109259,2025-09-24,2013,1,5,CardToCard,Completed,26,Isfahan,2024-06-20,VIP,Notebook,Stationery,7,7,7,ORD-505959,948490114
505960,109491,2025-07-30,2003,1,0,Wallet,Completed,28,Karaj,2023-03-09,Regular,USB-C Cable,Accessories,9,9,9,ORD-505960,935123922
505961,102516,2026-06-09,2008,2,10,Gateway,Completed,57,Shiraz,2023-04-06,New,Phone Case,Accessories,14,25,25,ORD-505961,952118579
505962,103396,2025-05-11,2006,1,20,Wallet,Completed,56,Shiraz,2023-08-02,Regular,Webcam,Electronics,48,38,38,ORD-505962,982925857
505963,104866,2025-01-06,2007,3,0,CardToCard,Completed,46,Isfahan,2023-07-16,Regular,Headphones,Electronics,75,225,225,ORD-505963,913813311
505964,104150,2025-12-24,2010,3,0,Gateway,Completed,36,Tehran,2024-03-23,Regular,Fitness Band,Wearables,55,165,165,ORD-505964,981791977
505965,102995,2025-10-09,2013,4,0,Cash,Returned,54,Tehran,2024-06-07,Regular,Notebook,Stationery,7,28,28,ORD-505965,960196784
505966,101116,2024-04-18,2007,2,20,Gateway,Cancelled,41,Karaj,2023-09-30,New,Headphones,Electronics,75,120,120,ORD-505966,984742184
505967,108435,2025-05-30,2015,2,0,Gateway,Completed,34,Qom,2025-04-17,New,Bluetooth Speaker,Electronics,58,116,116,ORD-505967,936069689
505968,105245,2025-05-26,2002,3,0,Gateway,Completed,34,Mashhad,2024-02-24,New,Mechanical Keyboard,Electronics,62,186,186,ORD-505968,995087358
505969,102501,2025-06-29,2013,4,10,CardToCard,Completed,51,Isfahan,2025-09-27,Regular,Notebook,Stationery,7,25,25,ORD-505969,961769961
505970,106048,2026-04-17,2011,1,15,Wallet,Completed,45,Isfahan,2025-01-11,Regular,Desk Lamp,Home Office,32,27,27,ORD-505970,946767236
505971,100932,2025-06-04,2013,2,5,Wallet,Completed,51,Tehran,2023-03-05,Regular,Notebook,Stationery,7,13,13,ORD-505971,908043911
505972,105031,2026-01-21,2017,1,15,Cash,Completed,33,Shiraz,2025-02-11,Regular,HDMI Cable,Accessories,11,9,9,ORD-505972,910100590
505973,107354,2024-11-05,2013,3,5,Wallet,Completed,33,Tabriz,2024-11-17,Regular,Notebook,Stationery,7,20,20,ORD-505973,917692988
505974,107581,2024-02-19,2005,4,20,Gateway,Completed,18,Tehran,2023-03-21,VIP,Laptop Stand,Accessories,28,90,90,ORD-505974,911945501
505975,106533,2024-11-20,2004,1,15,Wallet,Completed,41,Tehran,2025-04-26,New,Power Bank,Electronics,35,30,30,ORD-505975,984659673
505976,103369,2025-04-05,2006,2,0,CardToCard,Completed,38,Mashhad,2023-01-13,VIP,Webcam,Electronics,48,96,96,ORD-505976,956830723
505977,109766,2025-12-20,2003,1,0,Wallet,Completed,46,Qom,2023-02-04,Regular,USB-C Cable,Accessories,9,9,9,ORD-505977,939273625
505978,105962,2025-06-29,2016,1,0,Gateway,Completed,41,Tehran,2025-12-10,Regular,Monitor,Electronics,21,21,21,ORD-505978,938001672
505979,107093,2025-01-17,2003,1,0,Wallet,Completed,38,Mashhad,2025-05-22,VIP,USB-C Cable,Accessories,9,9,9,ORD-505979,922837157
505980,102161,2025-02-03,2003,1,20,Gateway,Completed,56,Shiraz,2025-09-17,New,USB-C Cable,Accessories,9,7,7,ORD-505980,971940045
505981,101449,2026-06-26,2003,4,0,Gateway,Completed,53,Karaj,2024-01-01,Regular,USB-C Cable,Accessories,9,36,36,ORD-505981,916905075
505982,109416,2024-05-02,2008,1,10,CardToCard,Completed,38,Shiraz,2025-06-12,Regular,Phone Case,Accessories,14,13,13,ORD-505982,952475609
505983,108460,2024-06-26,2017,1,10,Gateway,Completed,30,Isfahan,2023-04-25,New,HDMI Cable,Accessories,11,10,10,ORD-505983,917157365
505984,107441,2025-06-24,2002,2,0,CardToCard,Completed,25,Ahvaz,2023-09-03,Regular,Mechanical Keyboard,Electronics,62,124,124,ORD-505984,918250179
505985,102115,2025-08-29,2020,2,0,Cash,Completed,53,Qom,2024-05-09,Regular,Gaming Controller,Gaming,68,136,136,ORD-505985,918352505
505986,102479,2024-12-07,2017,1,5,Gateway,Completed,21,Isfahan,2025-12-06,Regular,HDMI Cable,Accessories,11,10,10,ORD-505986,953977841
505987,104861,2024-01-28,2009,1,10,Gateway,Completed,20,Tehran,2024-06-23,Regular,Smart Watch,Wearables,120,108,108,ORD-505987,928712680
505988,100911,2025-03-27,2013,5,0,CardToCard,Completed,54,Kerman,2025-04-01,New,Notebook,Stationery,7,35,35,ORD-505988,920829333
505989,104698,2024-05-04,2003,1,5,Gateway,Completed,22,Isfahan,2023-06-09,VIP,USB-C Cable,Accessories,9,9,9,ORD-505989,973410260
505990,101673,2024-02-18,2013,1,0,Gateway,Completed,30,Shiraz,2023-08-01,New,Notebook,Stationery,7,7,7,ORD-505990,973590401
505991,107190,2024-10-25,2017,1,20,CardToCard,Completed,20,Tehran,2023-03-10,Regular,HDMI Cable,Accessories,11,9,9,ORD-505991,990951942
